Id,ActionName,EntityName,EntityId,UserId,Timestamp,ProcessingTimeMs,UserFullName,UserId_WasNull,ProcessingTimeMs_WasNull,EntityId_WasNull,Timestamp_Year,Timestamp_Month,Timestamp_Weekday,Timestamp_Hour,IsBusinessHours,Timestamp_Week,SessionDurationHrs,IsLogin,IsProfile,IsBulk,ActionName_Enc,ProcessingTimeMs_Norm,EngagementIndex,ActionCount
4318,LoginFailed,StudentImport,-1.0,2.0,2023-05-05 14:46:05,247.0,Ahmed Ali,0,0,1,2023,5,4,14,1,18,0.0,1,0,0,2,0.024702470247024703,0.20540540540540597,1484
7840,UserLoggedIn,Unknown,27.0,6.0,2024-09-14 17:04:20,442.0,Youssef Adel,0,0,0,2024,9,5,17,1,37,1.0,1,0,0,6,0.04420442044204421,0.6785928272260137,1505
14596,UserLoggedIn,StudentImport,-1.0,4.0,2023-06-01 01:10:31,407.0,Omar Hassan,0,0,1,2023,6,3,1,0,22,1.0,1,0,0,6,0.04070407040704071,0.4225583480753272,1483
7586,BulkImportStudents,Auth,11.0,1.0,2023-08-09 02:41:41,303.0,System Administrator,0,1,0,2023,8,2,2,0,32,0.0,0,0,1,1,0.030303030303030304,0.8653308756240101,1557
2637,SquadronCreated,StudentImport,-1.0,4.0,2024-10-14 02:06:40,245.0,Omar Hassan,0,0,1,2024,10,0,2,0,42,0.0,0,0,0,4,0.024502450245024503,0.4225583480753272,1483
421,ProfileViewed,Enrollment,1.0,1.0,2022-10-07 16:21:59,452.0,System Administrator,0,0,0,2022,10,4,16,1,40,0.0,0,1,0,3,0.045204520452045205,0.8653308756240101,1557
1682,ProfileViewed,Squadron,-1.0,3.0,2023-07-26 09:31:47,379.0,Sara Mohamed,0,0,1,2023,7,2,9,1,30,0.0,0,1,0,3,0.037903790379037905,0.4,1446
12119,UserLoggedIn,Enrollment,9.0,-1.0,2023-07-13 21:30:18,275.0,Guest user,1,0,0,2023,7,3,21,0,28,6.0,1,0,0,6,0.027502750275027504,0.0,0
1550,LoginFailed,Auth,12.0,5.0,2023-08-10 19:33:17,360.0,Nour Khalil,0,0,0,2023,8,3,19,0,32,0.0,1,0,0,2,0.036003600360036005,0.34058184123196084,1448
9455,ProfileViewed,StudentImport,-1.0,8.0,2024-06-17 07:34:46,40.0,Kareem Fathy,0,0,1,2024,6,0,7,0,25,0.0,0,1,0,3,0.004000400040004,0.8813469184242003,1548
1928,SquadronUpdated,StudentImport,19.0,7.0,2022-10-19 22:41:44,435.0,Mona Samir,0,0,0,2022,10,2,22,0,42,0.0,0,0,0,5,0.043504350435043505,0.4669550878475935,1522
10136,ProfileViewed,StudentImport,32.0,4.0,2024-11-02 19:53:50,236.0,Omar Hassan,0,0,0,2024,11,5,19,0,44,0.0,0,1,0,3,0.023602360236023603,0.4225583480753272,1483
8092,ProfileViewed,Unknown,35.0,4.0,2025-04-11 18:15:20,180.0,Omar Hassan,0,0,0,2025,4,4,18,1,15,0.0,0,1,0,3,0.018001800180018002,0.4225583480753272,1483
10139,SquadronUpdated,StudentImport,4.0,2.0,2024-03-17 05:54:53,328.0,Ahmed Ali,0,0,0,2024,3,6,5,0,11,0.0,0,0,0,5,0.032803280328032806,0.20540540540540597,1484
9416,SquadronCreated,StudentImport,-1.0,2.0,2025-01-04 06:43:23,99.0,Ahmed Ali,0,0,1,2025,1,5,6,0,1,0.0,0,0,0,4,0.009900990099009901,0.20540540540540597,1484
7819,SquadronUpdated,Enrollment,-1.0,6.0,2024-07-14 02:50:07,137.0,Youssef Adel,0,0,1,2024,7,6,2,0,28,0.0,0,0,0,5,0.013701370137013702,0.6785928272260137,1505
1757,ProfileViewed,Auth,-1.0,-1.0,2024-05-21 09:26:38,474.0,Guest user,1,0,1,2024,5,1,9,1,21,0.0,0,1,0,3,0.047404740474047406,0.0,0
1261,UserLoggedIn,StudentImport,17.0,7.0,2023-09-01 10:04:16,378.0,Mona Samir,0,0,0,2023,9,4,10,1,35,24.0,1,0,0,6,0.037803780378037805,0.4669550878475935,1522
14889,LoginFailed,Squadron,-1.0,4.0,2025-06-17 02:33:47,303.0,Omar Hassan,0,1,1,2025,6,1,2,0,25,0.0,1,0,0,2,0.030303030303030304,0.4225583480753272,1483
166,SquadronCreated,Enrollment,19.0,-1.0,2024-06-22 01:46:29,314.0,Guest user,1,0,0,2024,6,5,1,0,25,0.0,0,0,0,4,0.0314031403140314,0.0,0
8889,ProfileViewed,Squadron,39.0,1.0,2023-02-07 04:48:19,433.0,System Administrator,0,0,0,2023,2,1,4,0,6,0.0,0,1,0,3,0.043304330433043305,0.8653308756240101,1557
1212,ProfileViewed,Auth,36.0,-1.0,2024-03-31 09:45:55,275.0,Guest user,1,0,0,2024,3,6,9,1,13,0.0,0,1,0,3,0.027502750275027504,0.0,0
8604,SquadronUpdated,Unknown,-1.0,2.0,2023-10-04 03:27:10,393.0,Ahmed Ali,0,0,1,2023,10,2,3,0,40,0.0,0,0,0,5,0.0393039303930393,0.20540540540540597,1484
10030,ProfileViewed,Unknown,45.0,-1.0,2023-02-28 06:05:09,437.0,Guest user,1,0,0,2023,2,1,6,0,9,0.0,0,1,0,3,0.043704370437043706,0.0,0
12168,AuthCreated,StudentImport,15.0,1.0,2024-11-08 11:14:43,580.0,System Administrator,0,0,0,2024,11,4,11,1,45,0.0,0,0,0,0,0.058005800580058005,0.8653308756240101,1557
4764,LoginFailed,Unknown,-1.0,6.0,2022-03-10 21:53:05,327.0,Youssef Adel,0,0,1,2022,3,3,21,0,10,0.0,1,0,0,2,0.032703270327032706,0.6785928272260137,1505
11065,BulkImportStudents,Enrollment,10.0,3.0,2024-09-03 10:25:05,159.0,Sara Mohamed,0,0,0,2024,9,1,10,1,36,0.0,0,0,1,1,0.0159015901590159,0.4,1446
1409,ProfileViewed,Unknown,11.0,8.0,2023-07-17 13:14:40,195.0,Kareem Fathy,0,0,0,2023,7,0,13,1,29,0.0,0,1,0,3,0.0195019501950195,0.8813469184242003,1548
724,ProfileViewed,Auth,-1.0,-1.0,2024-08-08 14:14:39,462.0,Guest user,1,0,1,2024,8,3,14,1,32,0.0,0,1,0,3,0.04620462046204621,0.0,0
13112,BulkImportStudents,StudentImport,-1.0,-1.0,2025-02-02 03:29:07,325.0,Guest user,1,0,1,2025,2,6,3,0,5,0.0,0,0,1,1,0.032503250325032505,0.0,0
135,LoginFailed,Squadron,10.0,7.0,2025-05-06 13:56:00,390.0,Mona Samir,0,0,0,2025,5,1,13,1,19,0.0,1,0,0,2,0.039003900390039,0.4669550878475935,1522
5059,UserLoggedIn,StudentImport,31.0,6.0,2025-06-10 23:15:04,303.0,Youssef Adel,0,1,0,2025,6,1,23,0,24,24.0,1,0,0,6,0.030303030303030304,0.6785928272260137,1505
13932,UserLoggedIn,Unknown,43.0,7.0,2024-03-01 20:38:24,303.0,Mona Samir,0,1,0,2024,3,4,20,0,9,6.0,1,0,0,6,0.030303030303030304,0.4669550878475935,1522
2872,UserLoggedIn,Auth,37.0,5.0,2025-02-19 23:09:59,175.0,Nour Khalil,0,0,0,2025,2,2,23,0,8,24.0,1,0,0,6,0.017501750175017504,0.34058184123196084,1448
7357,LoginFailed,Squadron,49.0,5.0,2023-07-23 14:33:28,46.0,Nour Khalil,0,0,0,2023,7,6,14,1,29,0.0,1,0,0,2,0.004600460046004601,0.34058184123196084,1448
8376,ProfileViewed,Auth,38.0,2.0,2024-07-12 11:05:28,13.0,Ahmed Ali,0,0,0,2024,7,4,11,1,28,0.0,0,1,0,3,0.0013001300130013002,0.20540540540540597,1484
13816,UserLoggedIn,Unknown,19.0,-1.0,2024-08-30 20:27:37,609.0,Guest user,1,0,0,2024,8,4,20,0,35,6.0,1,0,0,6,0.06090609060906091,0.0,0
10792,UserLoggedIn,Unknown,27.0,8.0,2025-05-19 21:56:11,385.0,Kareem Fathy,0,0,0,2025,5,0,21,0,21,24.0,1,0,0,6,0.03850385038503851,0.8813469184242003,1548
703,LoginFailed,Squadron,7.0,8.0,2024-03-08 23:35:55,121.0,Kareem Fathy,0,0,0,2024,3,4,23,0,10,0.0,1,0,0,2,0.0121012101210121,0.8813469184242003,1548
6661,UserLoggedIn,Squadron,-1.0,7.0,2024-05-28 23:02:59,390.0,Mona Samir,0,0,1,2024,5,1,23,0,22,24.0,1,0,0,6,0.039003900390039,0.4669550878475935,1522
100,SquadronUpdated,StudentImport,20.0,4.0,2024-12-16 21:51:36,429.0,Omar Hassan,0,0,0,2024,12,0,21,0,51,0.0,0,0,0,5,0.0429042904290429,0.4225583480753272,1483
1370,ProfileViewed,StudentImport,45.0,1.0,2025-02-05 20:09:20,187.0,System Administrator,0,0,0,2025,2,2,20,0,6,0.0,0,1,0,3,0.0187018701870187,0.8653308756240101,1557
10636,UserLoggedIn,Squadron,36.0,-1.0,2024-10-19 10:53:29,303.0,Guest user,1,1,0,2024,10,5,10,1,42,1.0,1,0,0,6,0.030303030303030304,0.0,0
2787,UserLoggedIn,Enrollment,3.0,3.0,2024-05-30 15:27:09,413.0,Sara Mohamed,0,0,0,2024,5,3,15,1,22,2.0,1,0,0,6,0.041304130413041304,0.4,1446
14983,UserLoggedIn,Auth,-1.0,7.0,2024-10-29 17:42:16,124.0,Mona Samir,0,0,1,2024,10,1,17,1,44,2.0,1,0,0,6,0.012401240124012402,0.4669550878475935,1522
13491,BulkImportStudents,Enrollment,10.0,8.0,2022-03-09 14:30:21,201.0,Kareem Fathy,0,0,0,2022,3,2,14,1,10,0.0,0,0,1,1,0.020102010201020103,0.8813469184242003,1548
14223,UserLoggedIn,Squadron,7.0,5.0,2024-11-05 02:27:05,476.0,Nour Khalil,0,0,0,2024,11,1,2,0,45,6.0,1,0,0,6,0.04760476047604761,0.34058184123196084,1448
8147,BulkImportStudents,Enrollment,-1.0,2.0,2024-01-25 00:35:50,191.0,Ahmed Ali,0,0,1,2024,1,3,0,0,4,0.0,0,0,1,1,0.019101910191019103,0.20540540540540597,1484
708,UserLoggedIn,Squadron,3.0,1.0,2024-11-14 19:39:25,264.0,System Administrator,0,0,0,2024,11,3,19,0,46,24.0,1,0,0,6,0.026402640264026403,0.8653308756240101,1557
5642,UserLoggedIn,Enrollment,-1.0,5.0,2025-01-21 23:06:07,303.0,Nour Khalil,0,1,1,2025,1,1,23,0,4,24.0,1,0,0,6,0.030303030303030304,0.34058184123196084,1448
5179,UserLoggedIn,Unknown,49.0,3.0,2024-09-18 22:58:25,67.0,Sara Mohamed,0,0,0,2024,9,2,22,0,38,6.0,1,0,0,6,0.006700670067006701,0.4,1446
5643,BulkImportStudents,Squadron,34.0,5.0,2023-07-11 05:11:04,536.0,Nour Khalil,0,0,0,2023,7,1,5,0,28,0.0,0,0,1,1,0.05360536053605361,0.34058184123196084,1448
13866,SquadronCreated,Enrollment,41.0,6.0,2024-05-02 08:47:06,231.0,Youssef Adel,0,0,0,2024,5,3,8,1,18,0.0,0,0,0,4,0.023102310231023104,0.6785928272260137,1505
8101,LoginFailed,Auth,-1.0,6.0,2023-07-11 00:10:10,402.0,Youssef Adel,0,0,1,2023,7,1,0,0,28,0.0,1,0,0,2,0.04020402040204021,0.6785928272260137,1505
6727,BulkImportStudents,Squadron,35.0,3.0,2023-07-17 02:34:59,152.0,Sara Mohamed,0,0,0,2023,7,0,2,0,29,0.0,0,0,1,1,0.015201520152015202,0.4,1446
11885,ProfileViewed,Unknown,10.0,4.0,2022-05-24 09:05:07,182.0,Omar Hassan,0,0,0,2022,5,1,9,1,21,0.0,0,1,0,3,0.018201820182018203,0.4225583480753272,1483
14683,SquadronUpdated,Squadron,5.0,1.0,2024-02-17 14:34:07,428.0,System Administrator,0,0,0,2024,2,5,14,1,7,0.0,0,0,0,5,0.0428042804280428,0.8653308756240101,1557
3774,ProfileViewed,Unknown,14.0,-1.0,2025-01-15 09:22:44,223.0,Guest user,1,0,0,2025,1,2,9,1,3,0.0,0,1,0,3,0.0223022302230223,0.0,0
3289,AuthCreated,Enrollment,-1.0,2.0,2025-04-26 08:02:29,303.0,Ahmed Ali,0,1,1,2025,4,5,8,1,17,0.0,0,0,0,0,0.030303030303030304,0.20540540540540597,1484
4002,LoginFailed,Enrollment,32.0,4.0,2025-02-03 04:54:24,402.0,Omar Hassan,0,0,0,2025,2,0,4,0,6,0.0,1,0,0,2,0.04020402040204021,0.4225583480753272,1483
1473,UserLoggedIn,Unknown,46.0,1.0,2024-09-20 20:06:18,195.0,System Administrator,0,0,0,2024,9,4,20,0,38,6.0,1,0,0,6,0.0195019501950195,0.8653308756240101,1557
332,SquadronUpdated,StudentImport,42.0,4.0,2025-04-07 15:38:28,303.0,Omar Hassan,0,1,0,2025,4,0,15,1,15,0.0,0,0,0,5,0.030303030303030304,0.4225583480753272,1483
3197,SquadronUpdated,StudentImport,18.0,-1.0,2024-12-16 17:19:43,344.0,Guest user,1,0,0,2024,12,0,17,1,51,0.0,0,0,0,5,0.034403440344034406,0.0,0
12736,BulkImportStudents,Unknown,10.0,-1.0,2025-03-29 21:49:22,347.0,Guest user,1,0,0,2025,3,5,21,0,13,0.0,0,0,1,1,0.03470347034703471,0.0,0
3623,LoginFailed,Auth,37.0,8.0,2023-03-09 13:51:25,321.0,Kareem Fathy,0,0,0,2023,3,3,13,1,10,0.0,1,0,0,2,0.032103210321032104,0.8813469184242003,1548
3612,ProfileViewed,Enrollment,-1.0,6.0,2024-07-29 17:03:05,265.0,Youssef Adel,0,0,1,2024,7,0,17,1,31,0.0,0,1,0,3,0.026502650265026503,0.6785928272260137,1505
6844,ProfileViewed,StudentImport,36.0,3.0,2025-04-13 22:42:10,442.0,Sara Mohamed,0,0,0,2025,4,6,22,0,15,0.0,0,1,0,3,0.04420442044204421,0.4,1446
577,UserLoggedIn,Auth,25.0,3.0,2024-01-08 10:28:47,318.0,Sara Mohamed,0,0,0,2024,1,0,10,1,2,2.0,1,0,0,6,0.0318031803180318,0.4,1446
3805,LoginFailed,StudentImport,36.0,-1.0,2024-12-27 23:06:19,356.0,Guest user,1,0,0,2024,12,4,23,0,52,0.0,1,0,0,2,0.0356035603560356,0.0,0
14878,SquadronUpdated,Auth,27.0,4.0,2025-06-20 23:18:37,240.0,Omar Hassan,0,0,0,2025,6,4,23,0,25,0.0,0,0,0,5,0.024002400240024004,0.4225583480753272,1483
6802,LoginFailed,Auth,47.0,-1.0,2025-05-12 23:04:24,502.0,Guest user,1,0,0,2025,5,0,23,0,20,0.0,1,0,0,2,0.05020502050205021,0.0,0
4013,LoginFailed,Squadron,-1.0,4.0,2025-05-25 14:14:59,258.0,Omar Hassan,0,0,1,2025,5,6,14,1,21,0.0,1,0,0,2,0.025802580258025804,0.4225583480753272,1483
3435,UserLoggedIn,Auth,6.0,-1.0,2023-03-09 05:55:02,449.0,Guest user,1,0,0,2023,3,3,5,0,10,1.0,1,0,0,6,0.044904490449044904,0.0,0
5623,UserLoggedIn,Auth,23.0,6.0,2024-02-29 18:18:49,303.0,Youssef Adel,0,1,0,2024,2,3,18,1,9,6.0,1,0,0,6,0.030303030303030304,0.6785928272260137,1505
4220,ProfileViewed,Enrollment,7.0,-1.0,2022-09-14 00:20:40,429.0,Guest user,1,0,0,2022,9,2,0,0,37,0.0,0,1,0,3,0.0429042904290429,0.0,0
1210,ProfileViewed,Enrollment,23.0,-1.0,2024-02-19 19:13:28,368.0,Guest user,1,0,0,2024,2,0,19,0,8,0.0,0,1,0,3,0.03680368036803681,0.0,0
11553,UserLoggedIn,Auth,28.0,4.0,2024-02-11 07:18:49,459.0,Omar Hassan,0,0,0,2024,2,6,7,0,6,2.0,1,0,0,6,0.04590459045904591,0.4225583480753272,1483
1464,LoginFailed,Squadron,-1.0,7.0,2023-08-31 10:38:01,115.0,Mona Samir,0,0,1,2023,8,3,10,1,35,0.0,1,0,0,2,0.011501150115011502,0.4669550878475935,1522
923,UserLoggedIn,StudentImport,-1.0,3.0,2024-08-08 19:09:59,174.0,Sara Mohamed,0,0,1,2024,8,3,19,0,32,6.0,1,0,0,6,0.017401740174017404,0.4,1446
13335,LoginFailed,Auth,-1.0,-1.0,2024-11-06 23:23:27,350.0,Guest user,1,0,1,2024,11,2,23,0,45,0.0,1,0,0,2,0.03500350035003501,0.0,0
2977,SquadronUpdated,Auth,42.0,5.0,2025-05-28 15:50:28,303.0,Nour Khalil,0,1,0,2025,5,2,15,1,22,0.0,0,0,0,5,0.030303030303030304,0.34058184123196084,1448
11706,UserLoggedIn,Auth,-1.0,2.0,2023-02-02 12:28:49,30.0,Ahmed Ali,0,0,1,2023,2,3,12,1,5,6.0,1,0,0,6,0.0030003000300030005,0.20540540540540597,1484
4050,UserLoggedIn,Auth,-1.0,1.0,2022-03-14 19:40:11,303.0,System Administrator,0,1,1,2022,3,0,19,0,11,24.0,1,0,0,6,0.030303030303030304,0.8653308756240101,1557
7224,UserLoggedIn,Squadron,-1.0,7.0,2024-06-15 00:04:13,261.0,Mona Samir,0,0,1,2024,6,5,0,0,24,1.0,1,0,0,6,0.026102610261026102,0.4669550878475935,1522
788,AuthCreated,Unknown,4.0,6.0,2024-04-17 12:01:44,418.0,Youssef Adel,0,0,0,2024,4,2,12,1,16,0.0,0,0,0,0,0.041804180418041806,0.6785928272260137,1505
4604,SquadronUpdated,Auth,30.0,7.0,2023-09-04 03:27:07,385.0,Mona Samir,0,0,0,2023,9,0,3,0,36,0.0,0,0,0,5,0.03850385038503851,0.4669550878475935,1522
13824,UserLoggedIn,Squadron,-1.0,-1.0,2025-03-13 00:44:31,118.0,Guest user,1,0,1,2025,3,3,0,0,11,1.0,1,0,0,6,0.011801180118011801,0.0,0
12545,SquadronUpdated,Unknown,-1.0,3.0,2024-10-18 17:05:44,455.0,Sara Mohamed,0,0,1,2024,10,4,17,1,42,0.0,0,0,0,5,0.045504550455045506,0.4,1446
9615,SquadronCreated,Squadron,45.0,5.0,2024-06-22 22:51:22,385.0,Nour Khalil,0,0,0,2024,6,5,22,0,25,0.0,0,0,0,4,0.03850385038503851,0.34058184123196084,1448
5684,LoginFailed,Enrollment,1.0,2.0,2025-05-04 19:56:17,303.0,Ahmed Ali,0,1,0,2025,5,6,19,0,18,0.0,1,0,0,2,0.030303030303030304,0.20540540540540597,1484
9936,BulkImportStudents,StudentImport,-1.0,5.0,2024-03-28 15:19:41,190.0,Nour Khalil,0,0,1,2024,3,3,15,1,13,0.0,0,0,1,1,0.019001900190019003,0.34058184123196084,1448
14372,ProfileViewed,Unknown,38.0,3.0,2024-02-12 22:51:34,466.0,Sara Mohamed,0,0,0,2024,2,0,22,0,7,0.0,0,1,0,3,0.0466046604660466,0.4,1446
282,AuthCreated,Squadron,6.0,-1.0,2022-01-07 18:48:23,417.0,Guest user,1,0,0,2022,1,4,18,1,1,0.0,0,0,0,0,0.041704170417041705,0.0,0
2996,SquadronUpdated,Unknown,13.0,6.0,2024-07-26 06:07:28,679.0,Youssef Adel,0,0,0,2024,7,4,6,0,30,0.0,0,0,0,5,0.06790679067906791,0.6785928272260137,1505
5865,UserLoggedIn,Squadron,37.0,2.0,2023-01-07 12:58:38,134.0,Ahmed Ali,0,0,0,2023,1,5,12,1,1,1.0,1,0,0,6,0.013401340134013402,0.20540540540540597,1484
1761,AuthCreated,StudentImport,27.0,3.0,2024-07-14 08:30:35,351.0,Sara Mohamed,0,0,0,2024,7,6,8,1,28,0.0,0,0,0,0,0.0351035103510351,0.4,1446
8170,AuthCreated,Enrollment,-1.0,-1.0,2025-01-05 22:59:16,9999.0,Guest user,1,0,1,2025,1,6,22,0,1,0.0,0,0,0,0,1.0,0.0,0
12266,SquadronCreated,Auth,-1.0,1.0,2025-03-21 08:28:17,263.0,System Administrator,0,0,1,2025,3,4,8,1,12,0.0,0,0,0,4,0.026302630263026303,0.8653308756240101,1557
14102,UserLoggedIn,StudentImport,-1.0,2.0,2024-04-25 08:41:48,303.0,Ahmed Ali,0,1,1,2024,4,3,8,1,17,1.0,1,0,0,6,0.030303030303030304,0.20540540540540597,1484
11299,ProfileViewed,Auth,-1.0,4.0,2023-07-15 18:39:02,463.0,Omar Hassan,0,0,1,2023,7,5,18,1,28,0.0,0,1,0,3,0.04630463046304631,0.4225583480753272,1483
1865,SquadronUpdated,Unknown,-1.0,-1.0,2024-02-04 07:17:27,433.0,Guest user,1,0,1,2024,2,6,7,0,5,0.0,0,0,0,5,0.043304330433043305,0.0,0
5176,ProfileViewed,Unknown,44.0,3.0,2024-05-05 21:25:47,258.0,Sara Mohamed,0,0,0,2024,5,6,21,0,18,0.0,0,1,0,3,0.025802580258025804,0.4,1446
3903,UserLoggedIn,Squadron,14.0,-1.0,2022-04-29 14:01:50,303.0,Guest user,1,1,0,2022,4,4,14,1,17,1.0,1,0,0,6,0.030303030303030304,0.0,0
8649,LoginFailed,Enrollment,24.0,-1.0,2022-12-15 22:04:57,228.0,Guest user,1,0,0,2022,12,3,22,0,50,0.0,1,0,0,2,0.022802280228022803,0.0,0
3859,SquadronCreated,Squadron,-1.0,7.0,2025-01-03 05:44:27,601.0,Mona Samir,0,0,1,2025,1,4,5,0,1,0.0,0,0,0,4,0.060106010601060106,0.4669550878475935,1522
5773,UserLoggedIn,Auth,-1.0,4.0,2025-02-13 21:03:24,72.0,Omar Hassan,0,0,1,2025,2,3,21,0,7,24.0,1,0,0,6,0.007200720072007201,0.4225583480753272,1483
3171,LoginFailed,Unknown,17.0,7.0,2023-04-20 23:14:05,579.0,Mona Samir,0,0,0,2023,4,3,23,0,16,0.0,1,0,0,2,0.057905790579057904,0.4669550878475935,1522
12818,LoginFailed,Enrollment,46.0,2.0,2024-06-19 21:41:25,360.0,Ahmed Ali,0,0,0,2024,6,2,21,0,25,0.0,1,0,0,2,0.036003600360036005,0.20540540540540597,1484
5491,LoginFailed,Squadron,35.0,-1.0,2024-10-19 20:36:23,409.0,Guest user,1,0,0,2024,10,5,20,0,42,0.0,1,0,0,2,0.0409040904090409,0.0,0
14213,ProfileViewed,Enrollment,39.0,3.0,2023-12-29 06:43:57,408.0,Sara Mohamed,0,0,0,2023,12,4,6,0,52,0.0,0,1,0,3,0.0408040804080408,0.4,1446
